,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
20,Neto,br BRA,GK,35-247,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Luis Sinisterra,co COL,"FW,MF",25-279,12.0,1,236.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,19.0,6.0,38.0,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0
22,Philip Billing,dk DEN,MF,28-285,10.0,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82
23,Max Aarons,eng ENG,DF,25-078,3.0,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Daniel Jebbison,eng ENG,FW,21-222,9.0,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.52,0.27,0.52
25,Ben Winterburn,eng ENG,MF,20-200,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Remy Rees-Dottin,eng ENG,FW,19-017,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Zain Silcott-Duberry,ms MSR,FW,19-257,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Daniel Adu-Adjei,eng ENG,FW,19-275,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Matai Akinmboni,us USA,DF,18-157,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jaidon Anthony,eng ENG,"FW,MF",25-112,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Will Dennis,eng ENG,GK,24-256,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Archie Harris,eng ENG,DF,20-086,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Hamed Junior Traorè,ci CIV,"FW,MF",25-035,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Callan Mckenna,sct SCO,GK,18-091,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Dominic Sadi,eng ENG,MF,21-202,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Julio Soler,ar ARG,DF,20-035,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Maxwell Wellings,eng ENG,DF,20-049,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Squad Total,,,25.8,29.0,319,2610.0,29.0,47.0,36.0,83.0,41.0,6.0,7.0,74.0,1.0,52.9,47.4,36.5,83.9,564.0,1136.0,1124.0,1.62,1.24,2.86,1.41,2.66,1.82,1.26,3.08,1.63,2.89
39,Opponent Total,,,27.0,29.0,319,2610.0,29.0,36.0,26.0,62.0,32.0,4.0,4.0,73.0,2.0,38.7,35.6,28.6,64.2,533.0,1014.0,1003.0,1.24,0.9,2.14,1.1,2.0,1.34,0.99,2.32,1.23,2.21
0,Nathan Collins,ie IRL,DF,23-327,29.0,29,2610.0,29.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,1.4,3.7,23.0,103.0,17.0,0.07,0.03,0.1,0.07,0.1,0.08,0.05,0.13,0.08,0.13
1,Bryan Mbeumo,cm CMR,FW,25-228,29.0,29,2604.0,28.9,15.0,5.0,20.0,11.0,4.0,4.0,2.0,0.0,9.0,5.8,6.7,12.5,99.0,109.0,276.0,0.52,0.17,0.69,0.38,0.55,0.31,0.23,0.54,0.2,0.43
2,Mark Flekken,nl NED,GK,31-283,28.0,28,2465.0,27.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01
3,Keane Lewis-Potter,eng ENG,"DF,FW",24-029,29.0,27,2369.0,26.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.5,2.5,2.0,4.5,86.0,82.0,129.0,0.04,0.08,0.11,0.04,0.11,0.09,0.08,0.17,0.09,0.17
4,Mikkel Damsgaard,dk DEN,"MF,FW",24-263,29.0,26,2216.0,24.6,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,7.1,9.4,59.0,188.0,105.0,0.08,0.41,0.49,0.08,0.49,0.1,0.29,0.38,0.1,0.38
5,Yoane Wissa,cd COD,FW,28-201,26.0,25,2110.0,23.4,14.0,2.0,16.0,14.0,0.0,0.0,2.0,0.0,13.6,13.6,1.6,15.1,41.0,49.0,117.0,0.6,0.09,0.68,0.6,0.68,0.58,0.07,0.64,0.58,0.64
6,Vitaly Janelt,de GER,MF,26-317,28.0,25,2099.0,23.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.2,3.0,17.0,73.0,36.0,0.04,0.13,0.17,0.04,0.17,0.04,0.09,0.13,0.04,0.13
7,Christian Nørgaard,dk DEN,MF,31-013,25.0,25,2010.0,22.3,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,3.1,3.1,0.8,3.9,11.0,111.0,32.0,0.18,0.09,0.27,0.18,0.27,0.14,0.03,0.17,0.14,0.17
8,Ethan Pinnock,jm JAM,DF,31-298,21.0,20,1831.0,20.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,1.2,2.0,3.0,40.0,9.0,0.1,0.0,0.1,0.1,0.1,0.04,0.06,0.1,0.04,0.1
9,Sepp van den Berg,nl NED,DF,23-093,22.0,20,1776.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,6.0,53.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
10,Kevin Schade,de GER,FW,23-116,29.0,17,1575.0,17.5,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.8,5.8,2.7,8.4,43.0,30.0,118.0,0.4,0.11,0.51,0.4,0.51,0.33,0.15,0.48,0.33,0.48
11,Kristoffer Ajer,no NOR,DF,26-340,16.0,15,1205.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,25.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14
12,Mads Roerslev,dk DEN,DF,25-272,19.0,11,1101.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,3.0,3.2,17.0,51.0,54.0,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26
13,Mathias Jensen,dk DEN,MF,29-081,16.0,8,736.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.5,1.7,6.0,52.0,25.0,0.0,0.12,0.12,0.0,0.12,0.03,0.18,0.21,0.03,0.21
14,Yehor Yarmoliuk,ua UKR,MF,21-022,22.0,7,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,12.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
15,Fabio Carvalho,pt POR,"FW,MF",22-205,19.0,3,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62
16,Ben Mee,eng ENG,DF,35-183,7.0,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Hákon Rafn Valdimarsson,is ISL,GK,23-161,2.0,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thiago,br BRA,FW,23-270,4.0,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11
19,Edmond-Paris Maghoma,eng ENG,"MF,FW",23-319,7.0,0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18
20,Michael Kayode,it ITA,DF,20-256,4.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41
21,Yunus Emre Konak,tr TUR,"FW,MF",19-072,7.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44
22,Kim Jisoo,kr KOR,DF,20-089,3.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Frank Onyeka,ng NGA,MF,27-081,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Jayden Meghoma,eng ENG,DF,18-268,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Rico Henry,eng ENG,DF,27-258,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Ryan Trevitt,eng ENG,MF,22-011,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Benjamin Arthur,eng ENG,DF,19-165,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Julian Eyestone,us USA,GK,18-336,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Benjamin Fredrick,ng NGA,DF,19-299,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Iwan Morgan,wls WAL,FW,19-053,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Myles Peart-Harris,eng ENG,MF,22-186,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Tony Yogane,eng ENG,MF,19-180,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Squad Total,,,26.6,29.0,319,2610.0,29.0,50.0,32.0,82.0,46.0,4.0,4.0,40.0,1.0,44.7,41.6,32.6,74.1,470.0,1072.0,1058.0,1.72,1.1,2.83,1.59,2.69,1.54,1.12,2.66,1.43,2.56
34,Opponent Total,,,27.2,29.0,319,2610.0,29.0,42.0,32.0,74.0,41.0,1.0,1.0,61.0,2.0,45.2,44.4,34.7,79.2,656.0,1237.0,1225.0,1.45,1.1,2.55,1.41,2.52,1.56,1.2,2.76,1.53,2.73
0,Dean Henderson,eng ENG,GK,28-011,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Tyrick Mitchell,eng ENG,DF,25-203,28.0,28,2400.0,26.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,5.3,6.5,49.0,54.0,136.0,0.0,0.15,0.15,0.0,0.15,0.05,0.2,0.25,0.05,0.25
2,Marc Guéhi,eng ENG,DF,24-253,27.0,27,2430.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,1.6,1.6,1.1,2.7,15.0,109.0,8.0,0.11,0.07,0.19,0.11,0.19,0.06,0.04,0.1,0.06,0.1
3,Daniel Muñoz,co COL,DF,28-301,27.0,27,2343.0,26.0,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,4.1,4.1,3.8,7.9,37.0,63.0,160.0,0.12,0.15,0.27,0.12,0.27,0.16,0.15,0.3,0.16,0.3
4,Maxence Lacroix,fr FRA,DF,24-351,25.0,25,2245.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.5,2.5,0.4,2.9,8.0,51.0,5.0,0.04,0.04,0.08,0.04,0.08,0.1,0.02,0.12,0.1,0.12
5,Jean-Philippe Mateta,fr FRA,FW,27-268,27.0,25,2132.0,23.7,12.0,2.0,14.0,10.0,2.0,2.0,2.0,0.0,11.3,9.7,3.0,12.7,31.0,42.0,100.0,0.51,0.08,0.59,0.42,0.51,0.48,0.13,0.6,0.41,0.53
6,Eberechi Eze,eng ENG,"MF,FW",26-267,24.0,22,1924.0,21.4,2.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,6.1,6.1,4.6,10.7,56.0,80.0,127.0,0.09,0.28,0.37,0.09,0.37,0.29,0.21,0.5,0.29,0.5
7,Ismaila Sarr,sn SEN,"MF,FW",27-026,28.0,21,1930.0,21.4,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,7.8,7.8,5.7,13.5,52.0,61.0,140.0,0.33,0.14,0.47,0.33,0.47,0.36,0.27,0.63,0.36,0.63
8,Will Hughes,eng ENG,MF,29-340,24.0,19,1641.0,18.2,0.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,0.9,0.9,2.5,3.4,18.0,79.0,24.0,0.0,0.16,0.16,0.0,0.16,0.05,0.14,0.19,0.05,0.19
9,Jefferson Lerma,co COL,MF,30-149,23.0,18,1541.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,1.4,2.4,9.0,75.0,24.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
10,Chris Richards,us USA,DF,24-360,17.0,15,1338.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,5.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
11,Trevoh Chalobah,eng ENG,DF,25-261,12.0,12,1060.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
12,Daichi Kamada,jp JPN,MF,28-230,24.0,10,986.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,0.8,1.1,1.9,17.0,58.0,41.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18
13,Adam Wharton,eng ENG,MF,20-294,13.0,10,843.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.0,2.2,9.0,88.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.21,0.24,0.03,0.24
14,Eddie Nketiah,eng ENG,"MF,FW",25-297,20.0,7,708.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.3,3.3,1.5,4.8,32.0,15.0,55.0,0.13,0.13,0.25,0.13,0.25,0.42,0.19,0.61,0.42,0.61
15,Cheick Doucouré,ml MLI,MF,25-074,13.0,4,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
16,Nathaniel Clyne,eng ENG,"DF,MF",33-352,11.0,4,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
17,Justin Devenny,nir NIR,MF,21-163,14.0,3,318.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,9.0,9.0,0.28,0.0,0.28,0.28,0.28,0.14,0.1,0.24,0.14,0.24
18,Odsonne Édouard,fr FRA,"MF,FW",27-066,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34
19,Joachim Andersen,dk DEN,DF,28-296,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
20,Chadi Riad,ma MAR,DF,21-279,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Jeffrey Schlupp,gh GHA,"MF,DF",32-090,12.0,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28
22,Ben Chilwell,eng ENG,"DF,MF",28-092,3.0,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.33,0.08,0.33
23,Jordan Ayew,gh GHA,"FW,MF",33-193,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
24,Caleb Kporha,eng ENG,DF,18-251,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Romain Esse,eng ENG,MF,19-314,2.0,0,8.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,2.0,11.25,0.0,11.25,11.25,11.25,3.21,0.0,3.21,3.21,3.21
26,Asher Agbinone,eng ENG,MF,19-176,2.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
27,Naouirou Ahamada,fr FRA,MF,22-359,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Matheus França,br BRA,FW,20-356,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Rob Holding,eng ENG,DF,29-184,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sam Johnstone,eng ENG,GK,31-363,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Zachariah Marsh,eng ENG,FW,19-168,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Remi Matthews,eng ENG,GK,31-041,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Kaden Rodney,eng ENG,"DF,MF",20-167,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Matt Turner,us USA,GK,30-272,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Franco Umeh-Chibueze,ie IRL,MF,20-056,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Joel Ward,eng ENG,"DF,MF",35-145,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Squad Total,,,26.9,28.0,308,2520.0,28.0,34.0,26.0,60.0,32.0,2.0,2.0,58.0,1.0,44.1,42.6,33.4,75.9,371.0,899.0,886.0,1.21,0.93,2.14,1.14,2.07,1.58,1.19,2.77,1.52,2.71
38,Opponent Total,,,26.8,28.0,308,2520.0,28.0,31.0,24.0,55.0,30.0,1.0,2.0,57.0,2.0,35.4,33.8,27.3,61.1,497.0,1126.0,1116.0,1.11,0.86,1.96,1.07,1.93,1.26,0.98,2.24,1.21,2.18
0,André Onana,cm CMR,GK,28-355,,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1,Diogo Dalot,pt POR,DF,26-005,,28,2486.0,27.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,1.7,3.7,53.0,85.0,137.0,0.0,0.07,0.07,0.0,0.07,0.07,0.06,0.13,0.07,0.13
2,Bruno Fernandes,pt POR,MF,30-196,,28,2375.0,26.4,8.0,9.0,17.0,5.0,3.0,3.0,4.0,2.0,8.5,6.2,6.0,12.2,58.0,231.0,108.0,0.3,0.34,0.64,0.19,0.53,0.32,0.23,0.55,0.23,0.46
3,Noussair Mazraoui,ma MAR,DF,27-129,,26,2218.0,24.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.8,31.0,90.0,44.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07
4,Matthijs de Ligt,nl NED,DF,25-223,,23,1999.0,22.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.3,2.3,0.3,2.6,7.0,52.0,6.0,0.09,0.0,0.09,0.09,0.09,0.1,0.01,0.12,0.1,0.12
5,Lisandro Martínez,ar ARG,DF,27-064,,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13
6,Alejandro Garnacho,ar ARG,"MF,FW",20-265,,17,1642.0,18.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.7,5.7,2.6,8.3,96.0,36.0,212.0,0.22,0.05,0.27,0.22,0.27,0.31,0.14,0.46,0.31,0.46
7,Amad Diallo,ci CIV,"FW,MF",22-255,,17,1594.0,17.7,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,4.1,4.1,3.9,8.0,92.0,53.0,159.0,0.34,0.34,0.68,0.34,0.68,0.23,0.22,0.45,0.23,0.45
8,Rasmus Højlund,dk DEN,FW,22-047,,17,1434.0,15.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,1.1,4.1,23.0,14.0,71.0,0.19,0.0,0.19,0.19,0.19,0.18,0.07,0.26,0.18,0.26
9,Manuel Ugarte Ribeiro,uy URU,MF,23-346,,16,1327.0,14.7,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.5,0.5,0.6,1.1,9.0,43.0,14.0,0.07,0.0,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07
10,Harry Maguire,eng ENG,DF,32-018,,15,1358.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.3,1.1,6.0,42.0,4.0,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
11,Kobbie Mainoo,eng ENG,MF,19-338,,15,1285.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.5,2.0,19.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.14,0.04,0.14
12,Casemiro,br BRA,MF,33-028,,13,1123.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,2.2,3.5,3.0,59.0,23.0,0.08,0.0,0.08,0.08,0.08,0.11,0.18,0.28,0.11,0.28
13,Joshua Zirkzee,nl NED,"FW,MF",23-305,,12,1251.0,13.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,1.5,6.0,12.0,37.0,65.0,0.22,0.07,0.29,0.22,0.29,0.32,0.11,0.43,0.32,0.43
14,Marcus Rashford,eng ENG,"FW,MF",27-143,,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35
15,Christian Eriksen,dk DEN,MF,33-037,,9,781.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,2.3,2.5,7.0,39.0,22.0,0.0,0.12,0.12,0.0,0.12,0.02,0.26,0.28,0.02,0.28
16,Leny Yoro,fr FRA,DF,19-130,,7,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.0,0.7,7.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
17,Mason Mount,eng ENG,"MF,FW",26-072,,4,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18
18,Jonny Evans,nir NIR,DF,37-079,,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
19,Patrick Dorgu,dk DEN,DF,20-148,,3,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,11.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
20,Victor Lindelöf,se SWE,DF,30-249,,2,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
